Loan_Portfolio;Deposit_Portfolio;Profit
49901825,56;39738769,31;19929179,31
78038987,95;62390871,53;31414297,63
84579261,19;67758349,51;33857197,46
14768197,41;11798232,44;5989188,609
43263531,66;34602179,8;17390226,31
84442633,9;67511060,93;33700017,83
81985297,27;65703175,75;32834339,65
11138962,09;8940921,105;4324286,718
16481951,54;13189963,46;6440102,115
31115670,47;24956841,83;12491077,79
8460547,839;6827260,764;3492931,089
43041637,28;34454568,53;17291086,67
11654152,81;9478025,398;4773015,159
57253541,77;45796804,67;22984704,05
25409137,04;20355117,74;10118589,09
60046873,47;47973203,52;23959348,49
12635038,65;10123042,44;5135273,372
97612502,97;78248778,53;39167701,14
93323559,18;74594521,59;37276241,91
39787896,92;31716958,25;15990558,56
24975680,82;20080220,62;9910910,184
25789423,07;20616661,84;10256463,05
48855959,99;39094368,41;19518844,43
4959287,388;3962918,58;2063112,778
64330805,5;51472556,57;25736516,81
41421987,93;33222643,41;16485172,53
38363250,69;30606688,13;15354744,48
81127132,18;64800528,33;32509018,8
71194510,56;56964105,26;28555983,08
95479047,72;76222594,21;38173212,6
35841687,81;28536044,89;14080591,1
89856733,7;72072055,28;35946038,99
77226751,44;61857147,98;30976782,05
36385040,51;29107026,76;14548024,56
62544878,21;50159703,26;25132107,39
29568425,81;23550680,72;11648706,09
87565591,79;70020913,12;35004307,08
12130304,4;9766588,884;4744316,34
22031001,77;17713868,58;8661566,435
19120295,92;15347528,42;7703342,118
40899574,24;32465535,51;16317026,63
74778063,04;59725642,22;29887382,75
53163837,46;42578776,77;21286088,74
49279956,03;39388369,67;19537983,4
1054050,525;1097263,582;649242,4977
43114770,81;34584472,48;17287831,75
7291823,709;5889267,155;3140589,778
21617071,96;17181962,61;8685212,737
93306999,96;74642070,29;37120522,6
22324422,23;17883658,18;9017334,058
85975426,22;68893119,34;34306906,15
80486443,78;64477268,14;32162684,52
16755477,46;13507680,89;6728764,775
60965483,77;48679995,81;24330591,66
12450525,32;10101635,42;5090574,234
73060927,68;58310699,07;29053064,03
64108765,46;51233420,91;25501641,26
81381917,61;65148611,2;32634366,12
48459070,39;38752267,15;19374808,55
91571445,7;73156552,87;36595713,74
5885545,732;4626281,603;2093772,466
29995967,94;23841948,92;11903260,72
71790207,15;57485363,18;28653608,67
42392811,96;34040306,45;16928090,59
18122184,07;14487707,91;7336047,434
11613863,8;9251056,156;4515960,955
81916572,03;65386025,33;32583723,01
47841154,87;38364244,09;19149020,98
88346083,52;70897997,25;35494027,51
73595624,3;58696753,86;29259975,46
41562894,36;33143972,19;16695400,5
37977590,4;30314113,02;15302041,26
52048196,32;41582125,26;20702917,93
89016935,37;71236282,89;35593633,27
73990579,39;59353888,47;29599076,69
1510143,463;1308974,499;485949,0389
69721627,29;55830061,57;27945331,89
92031233,28;73552593,76;36849656,37
71335120,19;56956133,33;28679253,09
18523572,38;14739180,37;7279849,234
48868294,62;39249442,37;19758344,7
14891285,77;11906854,29;6087662,514
36540532,56;29187742,42;14613656,54
93774587,15;75001294,15;37560863,42
92407225,45;74008242,18;37091448,4
29000848,37;23069393,72;11732106,86
34623473,37;27840266,11;13967913,91
60421073,94;48352506,78;24170239,6
96356532,23;77063591,39;38445178,81
15632332,07;12550150,27;6305607,21
26434747,72;21169637,89;10687235,44
87482125,9;69951281,08;35000101,57
49697330,94;39732593,68;19788304,52
89997148,13;71910832,25;35964323,75
19366271,85;15558656,56;7766412,931
53734190,16;42934152,75;21493550,25
33300693,63;26544929,06;13106279,7
32337713,43;25886757,1;12998457,41
45240819,43;36325569,67;18222327,15
43874667,46;35094899,51;17591935,1
36377341,09;29041062,74;14520155,09
91582106,26;73306074,61;36472443,68
73442674,36;58947810,73;29471973,09
73027152,14;58276531,16;29244337,08
29701431,51;23799365,49;11813669,86
58193233,01;46575095,07;23088620,59
78138763,9;62627164,5;31159526,45
79763446,49;63909848,11;31986326,62
35108515,61;28068141,58;14071358,39
77316402,9;61684670,59;30930964,62
73853495,78;59163453;29576200,6
15009142,08;11923794,39;5811864,359
86728601,39;69288207,07;34562253,12
44690825,55;35867495,5;18015631,69
49154634,44;39232622,51;19630360,85
45388548,71;36451123,44;18290544,68
57216754,15;45806987,79;22946972,78
62495755,49;50028516,23;24993762,06
50319777,01;40286548,09;20125873,36
86812065,78;69285810,26;34828615,36
63145740,86;50338953,83;25210944,34
40741366,98;32614648,89;16294465,69
42252483,93;33858787,88;16974935,94
81273022,9;65026679,42;32535630,29
35471002,33;28294648,41;13931588,57
21934024,78;17549112,04;8839564,47
6878935,613;5494945,075;2929566,465
87726657,94;70085610,55;34964777,29
91936098,67;73650276,15;36970541,65
12891898,03;10140490,82;5044558,441
34112900,41;27349194,57;13703944,42
18361834,88;14727900,25;7470986,125
12473948,41;10080129,92;4968064,815
90086807,56;71968914,86;36108706,82
6630848,655;5314819,639;2535988,091
98068080,68;78671581,04;39248275,05
10548635,21;8505115,596;4193205,766
86483594,27;69196933,54;34664667,31
57084104,59;45721199,8;22826512,46
37423831,29;29947682,72;14821843,91
34891895,29;28132606,03;14044649,73
75979050,18;60881603,76;30362379,74
32142756,21;25705643,47;12925951,1
66074572,75;52884891,34;26408122,16
52215282,27;41733146,01;20873650,42
49011598,87;39330264,11;19624584,81
90215054,89;72031433,44;36059110,62
55909860,8;44567414,79;22265348,32
82859298,7;66433310,44;33249175,09
72831779,88;58480735,88;28981029,08
4817167,36;3900564,379;1960007,277
77537895,2;62041589,95;31062186,34
22470154,76;18041850,58;9000997,283
90411815,04;72264746,68;36199312,59
5249494,87;4216720,251;2182220,828
33974131,41;27183196;13722019,39
10873561,78;8761505,846;4391234,084
48083322,59;38310858,22;18964049,04
82182221,15;65695073,44;32618986,78
30520548,61;24500938,45;12090285,13
15942554,83;12686484,48;6339451,536
33696436,53;26857813,09;13413176,02
81574134,05;65463514,46;32759381,21
14898011,82;11922221,26;5898586,037
23508882,46;18749214,15;9300957,959
7816344,485;6083838,544;3097424,066
70865294,35;56765170,12;28448177,5
40128091,11;32172386,5;16060528,24
31773157,74;25388650,23;12690477,45
72144012,64;57604987,1;28842924,98
34261776,69;27406966,41;13753917,56
73049356,05;58355899,23;29063551,55
81704740,14;65269582,75;32562833,99
22548621,5;18028575,93;8891233,359
97408050,99;77821301,75;38859960,21
17073436,84;13683414,37;6922940,544
29793249,76;23895399,06;12002326,72
18799733,79;14955823,79;7368102,099
35205059,98;28027223,47;14064838,41
48526027,89;38976950,28;19497059,45
52695411,03;42062301,8;20981758,23
85506998,19;68339604,28;34029156,17
89055342,97;71265576,09;35615305,71
22790282,22;18292162,71;9214075,756
62666509,19;50107575,66;24837478,07
12038109,67;9676567,171;4798671,266
46438016,16;37110314,31;18780585,53
32911020,27;26231699,15;13183113,25
32333573,8;26009490,73;13030728,61
48775839,93;39269516,11;19561039,54
73252935,92;58771945,69;29318139,86
7849083,22;6293447,24;3138394,781
88038160,43;70613871,88;35467222,3
73746563,69;59032821,3;29562969,57
18473439,5;14731022,97;7278295,647
93976930;75228181,96;37731769,67
51124910,18;40890488,89;20415985,03
99981049,23;79886527,57;40112998,43
20528687,96;16333118,17;8109898,781
53955911,64;43244934,49;21522140,67
29734556,21;23602991,77;11818958,84
31113182,18;24950959,42;12573712,41
59515472,7;47449419,8;23828454,38
92250187,62;73588032,45;36809935,4
80721121,7;64393012,7;32097696,68
72670198,45;58332835,16;29115883,51
56358204,43;45066940,15;22331641,89
92307551,86;73854699,81;36836037,75
49743779,26;39936948,91;19950628,78
87509385,66;70100926,5;35089363,46
83564182,74;66712195,67;33322152,4
22169699,33;17822660,1;8905632,145
77351320,83;61899474,79;30910118,85
2204944,537;1729787,82;939996,4405
32960124,22;26370528,47;13095352,94
23727177,02;19109722,82;9638616,202
51179432,89;40854949,66;20623562,91
73948463,01;59198858,97;29646708,45
10669960,38;8535002,578;4214792,128
51977297,99;41402121,93;20647433,95
93902790,15;75042006,8;37641987,12
23636008,55;18928128,19;9351405,154
68036973,27;54559312,82;27184275,97
